ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
10485372,4.2036852360529145e-5,1.4506795893626621e-8,30.267573417515422,-3.619414483182159,9319.169400000002,Rag1,recombination activating gene 1
10494405,0.0012264052812446288,5.1577653778012365e-6,12.672003083407764,-3.6629582409811077,7594.386066666668,Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1///Hist1h3d,"histone cluster 1, H3a///histone cluster 2, H3b///histone cluster 1, H3i///histone cluster 1, H3h///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 1, H3g///histone cluster 2, H3c2///histone cluster 2, H3c1///histone cluster 1, H3d"
10404065,0.0010544603351659403,3.5514949483013943e-6,13.40569162907581,-3.6575297516937644,7449.251900000001,Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1///Hist1h3d,"histone cluster 1, H3a///histone cluster 2, H3b///histone cluster 1, H3i///histone cluster 1, H3h///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 1, H3g///histone cluster 2, H3c2///histone cluster 2, H3c1///histone cluster 1, H3d"
10408239,0.0010544603351659403,3.442674412980298e-6,13.468638889790865,-3.6571025546635374,7229.968233333335,Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1///Hist1h3d,"histone cluster 1, H3a///histone cluster 2, H3b///histone cluster 1, H3i///histone cluster 1, H3h///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 1, H3g///histone cluster 2, H3c2///histone cluster 2, H3c1///histone cluster 1, H3d"
10408083,0.0010654409230233123,3.7620897691217195e-6,13.289895550306397,-3.6583306084332188,7227.060666666668,Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1///Hist1h3d,"histone cluster 1, H3a///histone cluster 2, H3b///histone cluster 1, H3i///histone cluster 1, H3h///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 1, H3g///histone cluster 2, H3c2///histone cluster 2, H3c1///histone cluster 1, H3d"
10404049,0.0012578215359028099,5.423281820366222e-6,12.576199931007242,-3.663733546692773,7185.514400000001,Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1///Hist1h3d,"histone cluster 1, H3a///histone cluster 2, H3b///histone cluster 1, H3i///histone cluster 1, H3h///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 1, H3g///histone cluster 2, H3c2///histone cluster 2, H3c1///histone cluster 1, H3d"
10403941,0.0010544603351659403,3.4686877017848477e-6,13.453387071880098,-3.657205543297919,7091.917500000003,Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1///Hist1h3d,"histone cluster 1, H3a///histone cluster 2, H3b///histone cluster 1, H3i///histone cluster 1, H3h///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 1, H3g///histone cluster 2, H3c2///histone cluster 2, H3c1///histone cluster 1, H3d"
10408202,0.0024047410947575214,1.7175343666914324e-5,10.550930263030178,-3.684944126479107,6905.843600000002,Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1///Hist1h3d,"histone cluster 1, H3a///histone cluster 2, H3b///histone cluster 1, H3i///histone cluster 1, H3h///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 1, H3g///histone cluster 2, H3c2///histone cluster 2, H3c1///histone cluster 1, H3d"
10408246,0.001624382698378269,8.14733317138607e-6,11.823799588404066,-3.6704451423793403,6585.654633333335,Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1///Hist1h3d,"histone cluster 1, H3a///histone cluster 2, H3b///histone cluster 1, H3i///histone cluster 1, H3h///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 1, H3g///histone cluster 2, H3c2///histone cluster 2, H3c1///histone cluster 1, H3d"
10404028,0.0010493179630653145,3.1578062446793427e-6,13.644796088695527,-3.6559365868145886,6143.780733333336,Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1///Hist1h3d,"histone cluster 1, H3a///histone cluster 2, H3b///histone cluster 1, H3i///histone cluster 1, H3h///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 1, H3g///histone cluster 2, H3c2///histone cluster 2, H3c1///histone cluster 1, H3d"
